0.2	0.15	1000
0.2	0.15	2000
0.2	0.15	5000
0.2	0.15	10000
0.2	0.15	50000
0.5	0.15	1000
0.5	0.15	2000
0.5	0.15	5000
0.5	0.15	10000
0.5	0.15	50000
1.0	0.15	1000
1.0	0.15	2000
1.0	0.15	5000
1.0	0.15	10000
1.0	0.15	50000
2.0	0.15	1000
2.0	0.15	2000
2.0	0.15	5000
2.0	0.15	10000
2.0	0.15	50000
0.2	0.3	1000
0.2	0.3	2000
0.2	0.3	5000
0.2	0.3	10000
0.2	0.3	50000
0.5	0.3	1000
0.5	0.3	2000
0.5	0.3	5000
0.5	0.3	10000
0.5	0.3	50000
1.0	0.3	1000
1.0	0.3	2000
1.0	0.3	5000
1.0	0.3	10000
1.0	0.3	50000
2.0	0.3	1000
2.0	0.3	2000
2.0	0.3	5000
2.0	0.3	10000
2.0	0.3	50000
0.2	0.45	1000
0.2	0.45	2000
0.2	0.45	5000
0.2	0.45	10000
0.2	0.45	50000
0.5	0.45	1000
0.5	0.45	2000
0.5	0.45	5000
0.5	0.45	10000
0.5	0.45	50000
1.0	0.45	1000
1.0	0.45	2000
1.0	0.45	5000
1.0	0.45	10000
1.0	0.45	50000
2.0	0.45	1000
2.0	0.45	2000
2.0	0.45	5000
2.0	0.45	10000
2.0	0.45	50000
